商品,价格,店铺,详情页,品牌,详情
李宁童鞋儿童运动鞋男女小童夏款透气舒适魔术贴轻质大底休闲鞋,178,李宁儿童京东自营旗舰店,https://item.jd.com/100043958126.html,品牌： 李宁（LI-NING）,商品名称：李宁儿童运动鞋商品编号：100043958126商品毛重：500.00g商品产地：中国大陆货号：YKNR052-61适用性别：通用类别：休闲鞋功能：耐磨，轻便适用季节：四季通用上市时间：2023年夏季适用年龄：3-6岁，6-9岁
361°儿童运动鞋跑鞋2023夏季男女童3-12岁轻便大网孔跑鞋蓝34,99.9,361度童装京东自营旗舰店,https://item.jd.com/100043548576.html,品牌： 361°,商品名称：361°ZYN92314578A商品编号：100043548576商品毛重：0.51kg商品产地：中国大陆货号：N92313579A-11适用性别：通用适用季节：夏季类别：跑鞋上市时间：2023年夏季
乔丹童鞋2023春季款男大童休闲鞋旋钮扣免系带运动鞋-黑色/水雾色35,239.1,乔丹童装京东自营旗舰店,https://item.jd.com/100048672501.html,品牌： 乔丹（QIAODAN）,商品名称：乔丹QM3150402商品编号：100048672501商品毛重：0.56kg商品产地：福建晋江货号：QM3150402适用性别：男类别：休闲鞋适用年龄：6-9岁，9-12岁，12-14岁上市时间：2023年春季适用季节：春秋闭合方式：搭扣，旋钮扣功能：防滑，轻便
特步(XTEP)童鞋儿童篮球鞋男童缓震耐磨中大童校内运动鞋 679115129972 黑绿 35码,179.9,特步儿童京东自营旗舰店,https://item.jd.com/100018685574.html,品牌： 特步（XTEP）,商品名称：特步679115129972商品编号：100018685574商品毛重：0.55kg商品产地：中国泉州货号：679115129972适用性别：男类别：篮球鞋功能：耐磨，支撑，平衡适用年龄：6-9岁，9-12岁，12-14岁适用季节：四季通用闭合方式：系带上市时间：2021年春季
高帮足球鞋男碎钉tf透气飞织成人青少年学生儿童足球运动鞋人工草地训练比赛球鞋大码鞋46码 薄荷绿长钉 46,138,聚鑫户外专营店,https://item.jd.com/10059209833695.html,品牌： 青训,商品名称：高帮足球鞋男碎钉tf透气飞织成人青少年学生儿童足球运动鞋人工草地训练比赛球鞋大码鞋46码 薄荷绿长钉 46商品编号：10059209833695店铺： 聚鑫户外专营店商品毛重：0.7kg商品产地：中国大陆货号：HX2208鞋面材质：合成革功能科技：透气技术，缓震胶适用季节：春季，夏季，秋季，冬季，四季通用功能：防滑，耐磨，透气适用性别：男，女，通用鞋底材质：橡胶鞋钉长度：碎钉适用场地：人造草地，坚硬场地，偏硬场地鞋钉种类：TF上市时间：2022年秋季
乔丹（QIAODAN）童鞋2023夏季男小童框子鞋透气网面凉鞋运动鞋-32,169.1,乔丹童装京东自营旗舰店,https://item.jd.com/100053038469.html,品牌： 乔丹（QIAODAN）,商品名称：乔丹QM3210405商品编号：100053038469商品毛重：500.00g商品产地：中国大陆货号：QM3210405适用性别：男类别：综合训练鞋功能：透气，平衡，轻便适用季节：夏季适用年龄：3-6岁，6-9岁，9-12岁上市时间：2023年夏季
迪士尼（DISNEY）童鞋运动鞋春秋漫威蜘蛛侠男童椰子鞋透气 1209S 深蓝 32,119.9,迪士尼童鞋京东自营专区,https://item.jd.com/100042339430.html,品牌： 迪士尼（DISNEY）,商品名称：迪士尼童鞋商品编号：100042339430商品毛重：0.55kg商品产地：中国大陆货号：DM1209S鞋面材质：织物90%类别：休闲鞋适用季节：春秋上市时间：2023年春季适用性别：男鞋底材质：PVC(聚氯乙烯)90%功能：耐磨，透气，轻便闭合方式：套脚适用年龄：3-6岁，6-9岁，9-12岁，12-14岁
贵人鸟儿童鞋子男女童运动鞋网面透气春夏款中大童轻便软底休闲鞋子 白色(单鞋) 32码/内长20.5cm,99.9,贵人鸟童鞋旗舰店,https://item.jd.com/10067924234137.html,品牌： 贵人鸟,商品名称：贵人鸟儿童鞋子男女童运动鞋网面透气春夏款中大童轻便软底休闲鞋子 白色(单鞋) 32码/内长20.5cm商品编号：10067924234137店铺： 贵人鸟童鞋旗舰店商品毛重：500.00g货号：G-2196A鞋面材质：织物90%类别：休闲鞋适用季节：春秋上市时间：2023年春季适用性别：通用鞋底材质：复合材质90%功能：透气，轻便闭合方式：魔术贴适用年龄：3-6岁，6-9岁，9-12岁，12-14岁
Kappa Kids卡帕儿童鞋透气小白鞋男童2023夏季新款女童百搭休闲运动低帮板鞋 米白/黑（四季款） 36码/内长22.5cm适合脚长21.5cm,157,Kappa Kids童鞋旗舰店,https://item.jd.com/10067814566227.html,品牌： Kappa Kids,商品名称：Kappa KidsKZY23A093商品编号：10067814566227店铺： Kappa Kids童鞋旗舰店商品毛重：500.00g商品产地：中国大陆货号：KZY23A093鞋面材质：合成革90%类别：板鞋适用季节：四季通用适用年龄：3-6岁，6-9岁，9-12岁，12-14岁适用性别：通用鞋底材质：橡胶100%上市时间：2023年春季闭合方式：魔术贴功能：防滑，耐磨，轻便
回力（Warrior）儿童小白鞋魔术贴校园学生男女童鞋休闲运动板鞋 TH17-007 白色33,89,回力童鞋京东自营旗舰店,https://item.jd.com/100018556926.html,品牌： 回力（Warrior）,商品名称：回力运动鞋商品编号：100018556926商品毛重：350.00g商品产地：中国大陆货号：TH17-007适用性别：通用类别：休闲鞋上市时间：2021年春季适用季节：四季通用闭合方式：魔术贴适用年龄：3-6岁，6-9岁，9-12岁，12-14岁
商品,价格,店铺,详情页,品牌,详情
特步（XTEP）【旋风】特步儿童新款男童篮球鞋中大童运动鞋男孩鞋子耐磨童鞋 黑绿（网革） 37,139.9,特步儿童旗舰店,https://item.jd.com/10026190108353.html,品牌： 特步（XTEP）,商品名称：特步（XTEP）【旋风】特步儿童新款男童篮球鞋中大童运动鞋男孩鞋子耐磨童鞋 黑绿（网革） 37商品编号：10026190108353店铺： 特步儿童旗舰店商品毛重：1.0kg商品产地：中国大陆货号：679115129972-9611适用性别：男类别：篮球鞋适用年龄：1-3岁适用季节：夏季上市时间：2021年春季功能：耐磨
特步(XTEP)童鞋跑鞋中大童男女童经典百搭简约魔术贴设计儿童户外运动鞋子 678216119989 黑/新白色 38码,139.9,特步儿童京东自营旗舰店,https://item.jd.com/100037248412.html,品牌： 特步（XTEP）,商品名称：特步678216119989商品编号：100037248412商品毛重：0.77kg商品产地：中国泉州货号：678216119989适用性别：通用类别：跑鞋适用年龄：6-9岁，9-12岁，12-14岁功能：平衡适用季节：夏季闭合方式：魔术贴，系带上市时间：2022年夏季
361°361童鞋 女童四季网面休闲鞋女大童透气轻便休闲运动鞋,129.9,361度童装京东自营旗舰店,https://item.jd.com/100018458194.html,品牌： 361°,商品名称：361°ZYN82123806商品编号：100018458194商品毛重：500.00g商品产地：中国大陆货号：N82123806-3适用性别：女类别：休闲鞋适用年龄：6-9岁，9-12岁，12-14岁适用季节：夏季闭合方式：魔术贴上市时间：2021年夏季
ABC KIDS童鞋女童鞋子2023夏季新款儿童运动鞋网面小白鞋学校中小童表演鞋 标准白 29,59.9,ABCKIDS时光漫游专卖店,https://item.jd.com/10070567520057.html,品牌： ABC KIDS,商品名称：ABC KIDS童鞋女童鞋子2023夏季新款儿童运动鞋网面小白鞋学校中小童表演鞋 标准白 29商品编号：10070567520057店铺： ABCKIDS时光漫游专卖店商品毛重：500.00g商品产地：中国大陆货号：SY333601559ZG鞋面材质：织物80%类别：跑鞋适用季节：夏季上市时间：2023年夏季适用性别：通用鞋底材质：EVA100%功能：减震，透气，轻便闭合方式：魔术贴适用年龄：3-6岁，6-9岁，9-12岁
安踏儿童官方旗舰赤焰3.0跑鞋女童鞋运动鞋2023春季专业跑步322315511,249,安踏儿童京东自营旗舰店,https://item.jd.com/100048673395.html,品牌： 安踏（ANTA）,商品名称：安踏322315511商品编号：100048673395商品毛重：500.00g商品产地：中国大陆货号：322315511-2适用性别：女类别：跑鞋适用季节：春秋适用年龄：6-9岁，9-12岁，12-14岁上市时间：2023年春季
特步（XTEP）童鞋儿童板鞋男童休闲百搭运动鞋 679115319173 白色 35码,129.9,特步儿童京东自营旗舰店,https://item.jd.com/100009552943.html,品牌： 特步（XTEP）,商品名称：特步679115319173商品编号：100009552943商品毛重：0.55kg商品产地：中国泉州货号：679115319173适用性别：男类别：板鞋适用年龄：6-9岁，9-12岁功能：吸汗，平衡，轻便适用季节：春秋闭合方式：魔术贴，系带上市时间：2021年春季
安德玛儿童男大童跑步鞋2022夏季新款黑色运动鞋网面透气减震防滑 黑色 38码/内长24.5cm,277,UNDER ARMOUR儿童旗舰店,https://item.jd.com/10050600801751.html,品牌： 安德玛（Under Armour）,商品名称：安德玛儿童男大童跑步鞋2022夏季新款黑色运动鞋网面透气减震防滑 黑色 38码/内长24.5cm商品编号：10050600801751店铺： UNDER ARMOUR儿童旗舰店商品毛重：1.0kg货号：3024998适用性别：男类别：跑鞋适用季节：四季通用上市时间：2022年夏季功能：减震
361°361度童鞋 男童跑鞋 中大童儿童运动鞋透气舒适春秋季跑鞋 ZYN72133550 【升级头】男：墨蓝 36,109.9,361度童装京东自营旗舰店,https://item.jd.com/100023351574.html,品牌： 361°,商品名称：361°N71923515商品编号：100023351574商品毛重：0.56kg商品产地：福建泉州货号：N72133550-2适用性别：男类别：跑鞋适用年龄：6-9岁，9-12岁，12-14岁适用季节：夏季闭合方式：魔术贴上市时间：2021年秋季
361°儿童运动鞋男女童跑步鞋2023夏季新款网面透气中大小童一脚蹬鞋子 大地蓝色/墨蓝/清新黄色 34,129.9,361度儿童官方旗舰店,https://item.jd.com/10069258235137.html,品牌： 361°,商品名称：361°儿童运动鞋男女童跑步鞋2023夏季新款网面透气中大小童一脚蹬鞋子 大地蓝色/墨蓝/清新黄色 34商品编号：10069258235137店铺： 361度儿童官方旗舰店商品毛重：1.0kg货号：N92323513适用性别：通用类别：跑鞋上市时间：2023年夏季适用年龄：6-9岁，9-12岁适用季节：夏季闭合方式：套脚功能：透气
Skechers斯凯奇童鞋男春季小白鞋透气缓震跑步运动鞋405102L,238,斯凯奇（SKECHERS）童鞋京东自营旗舰店,https://item.jd.com/100023995648.html,品牌： 斯凯奇（Skechers）,商品名称：斯凯奇运动鞋商品编号：100023995648商品毛重：0.6kg商品产地：中国大陆适用性别：男类别：休闲鞋适用年龄：6-9岁，9-12岁，12-14岁适用季节：四季通用闭合方式：魔术贴上市时间：往季
361°童鞋 男女童运动鞋跑鞋四季(3-12岁)轻便抽绳扣儿童跑鞋 白 37,129.9,361度童装京东自营旗舰店,https://item.jd.com/100047575879.html,品牌： 361°,商品名称：361°ZYN72223505商品编号：100047575879商品毛重：500.00g商品产地：中国大陆货号：N92313575-7适用性别：通用类别：跑鞋适用季节：春秋上市时间：2023年春季适用年龄：3-6岁，6-9岁，9-12岁
巴布豆童鞋男童鞋子春夏季新款网面透气单层网鞋学生男孩休闲儿童运动鞋 BBD-YZ5659浅灰/深蓝【单网】 36码/内长23cm,79,酷尚童鞋专营店,https://item.jd.com/10047213910613.html,品牌： 巴布豆（BOBDOG）,商品名称：巴布豆（BOBDOG）BBD-YZ5659商品编号：10047213910613店铺： 酷尚童鞋专营店商品毛重：0.6kg货号：BBD-YZ5659鞋面材质：织物60%类别：休闲鞋适用季节：夏季功能：防滑，透气，轻便适用性别：男鞋底材质：EVA60%适用年龄：3-6岁，6-9岁，9-12岁，12-14岁闭合方式：魔术贴上市时间：2022年春季
特步儿童夏款男童篮球鞋中大童夏季透气运动鞋男孩鞋子球鞋童鞋 黑/极光绿 36码,189.9,特步儿童旗舰店,https://item.jd.com/10054198386111.html,品牌： 特步（XTEP）,商品名称：特步儿童夏款男童篮球鞋中大童夏季透气运动鞋男孩鞋子球鞋童鞋 黑/极光绿 36码商品编号：10054198386111店铺： 特步儿童旗舰店商品毛重：1.0kg货号：678215129060适用性别：男类别：篮球鞋适用年龄：6-9岁，9-12岁，12-14岁功能：平衡适用季节：四季通用闭合方式：系带上市时间：2022年夏季
Skechers斯凯奇童鞋儿童运动鞋春秋缓震校园男女童学生鞋科技跑步鞋97680L 男童/海军蓝色/灰色/NVGY 32,225,SKECHERS斯凯奇儿童旗舰店,https://item.jd.com/10058490978382.html,品牌： 斯凯奇（Skechers）,商品名称：Skechers斯凯奇童鞋儿童运动鞋春秋缓震校园男女童学生鞋科技跑步鞋97680L 男童/海军蓝色/灰色/NVGY 32商品编号：10058490978382店铺： SKECHERS斯凯奇儿童旗舰店商品毛重：500.00g货号：97680L/81358L鞋面材质：合成革0%，织物0%类别：休闲鞋适用季节：四季通用功能：减震，轻便适用性别：通用鞋底材质：EVA0%适用年龄：3-6岁，6-9岁，9-12岁闭合方式：魔术贴上市时间：2022年秋季
asics亚瑟士童鞋透气稳定支撑体侧篮球运动鞋 402蓝色 35码(内长22.0) 【4月29日-5月3日抢！】亚瑟士热销爆款限时直降，好货低至5折起，0元入会领专享券满300减40/600减80/900减120，入会点这里,259,ASICS童装童鞋旗舰店,https://item.jd.com/10061206318445.html,品牌： asics,商品名称：asics1154A088商品编号：10061206318445店铺： ASICS童装童鞋旗舰店商品毛重：1.0kg货号：1154A088适用性别：男类别：其他上市时间：2022年秋季功能：防滑适用季节：春秋闭合方式：魔术贴适用年龄：9-12岁
特步(XTEP)童鞋跑鞋男女童时尚简约幼小童全网跑鞋 679216119053 黑红 32码,129.9,特步儿童京东自营旗舰店,https://item.jd.com/100018731050.html,品牌： 特步（XTEP）,商品名称：特步679216119053商品编号：100018731050商品毛重：0.55kg商品产地：中国泉州货号：679216119053适用性别：通用类别：跑鞋上市时间：2021年夏季功能：透气，吸汗，平衡，轻便适用季节：夏季闭合方式：魔术贴适用年龄：6-9岁，9-12岁，12-14岁
贵人鸟童鞋男童运动鞋新款春秋款中大女童学生网面透气网鞋春季儿童鞋 米色（夏季单网） 35（内长22.3/脚长21.3）,78.9,贵人鸟童鞋旗舰店,https://item.jd.com/10023236613051.html,品牌： 贵人鸟,商品名称：贵人鸟童鞋男童运动鞋新款春秋款中大女童学生网面透气网鞋春季儿童鞋 米色（夏季单网） 35（内长22.3/脚长21.3）商品编号：10023236613051店铺： 贵人鸟童鞋旗舰店商品毛重：500.00g商品产地：中国大陆货号：GRN2078D适用性别：男类别：休闲鞋鞋底材质：复合材质80%适用年龄：1-3岁，3-6岁，6-9岁，9-12岁，12-14岁适用季节：春秋闭合方式：魔术贴上市时间：2021年秋季
